,Order Date
5830,21
5831,9
5832,17
5833,12
5834,13
5835,13
5836,14
5837,13
5838,14
5839,21
5840,11
5841,21
5842,18
5843,15
5844,10
5845,16
5846,21
5847,13
5848,0
5849,11
5850,18
5851,20
5852,11
5853,23
5854,14
5855,17
5857,10
5858,13
5859,21
5860,12
5861,16
5862,10
5863,12
5864,16
5865,12
5866,20
5867,17
5868,20
5869,18
5870,14
5871,19
5872,19
5873,9
5874,14
5875,10
5876,20
5877,16
5878,16
5879,17
5880,7
5881,9
5882,16
5883,12
5884,20
5885,18
5886,15
5887,10
5888,19
5889,10
5890,23
5891,19
5892,20
5893,20
5894,14
5895,12
5896,13
5897,23
5898,23
5899,2
5900,16
5901,19
5902,12
5903,11
5904,18
5905,19
5906,21
5907,8
5908,19
5909,12
5910,4
5911,22
5912,0
5913,19
5914,20
5915,23
5916,15
5917,15
5918,8
5919,12
5920,11
5921,11
5922,20
5923,21
5924,19
5925,18
5926,11
5927,17
5928,12
5929,17
5930,13
5931,20
5932,13
5933,11
5934,13
5935,22
5936,11
5937,12
5938,9
5939,9
5940,10
5941,10
5942,8
5943,13
5944,17
5945,13
5946,15
5947,11
5948,18
5949,11
5950,11
5951,23
5952,9
5953,20
5954,12
5955,21
5956,15
5957,23
5958,16
5959,18
5960,10
5961,17
5962,14
5963,18
5964,6
5965,16
5966,13
5967,19
5968,16
5969,18
5970,21
5971,19
5972,19
5973,16
5974,8
5975,9
5976,3
5977,10
5978,15
5979,16
5980,12
5981,12
5982,16
5984,23
5985,17
5986,18
5987,17
5988,17
5989,8
5990,10
5991,13
5992,18
5993,22
5994,20
5995,0
5996,11
5997,15
5998,11
5999,19
6000,15
6001,12
6002,19
6003,19
6004,8
6005,14
6006,6
6007,0
6008,23
6009,19
6010,9
6011,16
6012,21
6013,17
6014,16
6015,7
6016,13
6017,15
6018,22
6019,16
6020,16
6021,18
6022,13
6023,20
6024,17
6025,9
6026,10
6027,18
6028,11
6029,21
6030,21
6031,14
6032,16
6033,12
6034,14
6035,15
6036,10
6037,1
6038,23
6039,0
6040,0
6041,16
6042,0
6043,15
6044,10
6045,16
6046,20
6047,12
6048,9
6049,19
6050,15
6051,21
6052,6
6053,18
6054,18
6055,17
6056,9
6057,15
6058,11
6059,13
6060,17
6061,4
6062,4
6063,19
6064,23
6065,8
6066,16
6067,11
6068,17
6069,17
6070,3
6071,23
6072,9
6073,19
6074,13
6075,10
6076,17
6077,13
6078,18
6079,13
6080,17
6081,17
6082,19
6083,19
6084,12
6085,22
6086,17
6087,22
6088,21
6089,16
6090,19
6091,13
6092,13
6093,15
6094,10
6095,10
6096,17
6097,14
6098,10
6099,22
6100,14
6101,19
6102,19
6103,10
6104,15
6105,0
6106,13
6107,2
6108,0
6109,11
6110,12
6111,8
6112,7
6113,21
6114,12
6115,21
6116,17
6117,17
6118,22
6119,22
6120,14
6121,20
6122,18
6123,9
6124,9
6125,22
6126,17
6127,7
6128,22
6129,18
6130,12
6131,14
6133,16
6134,15
6135,1
6136,22
6137,12
6138,10
6139,18
6140,16
6141,11
6142,21
6143,12
6144,17
6145,19
6146,15
6147,18
6148,8
6149,21
6150,9
6151,21
6152,20
6153,16
6154,10
6155,13
6156,11
6157,12
6158,7
6159,7
6160,11
6161,21
6162,11
6163,20
6164,11
6165,1
6166,8
6167,16
6168,14
6169,14
6170,14
6171,15
6172,22
6173,10
6174,10
6175,22
6176,13
6177,13
6178,21
6179,19
6180,21
6181,21
6182,22
6183,20
6184,18
6185,18
6186,18
6187,21
6188,11
6189,2
6190,11
6191,6
6192,17
6193,19
6194,19
6195,8
6196,18
6197,12
6198,20
6199,9
6200,13
6201,19
6202,12
6203,13
6204,18
6205,12
6206,17
6207,10
6208,4
6209,12
6210,21
6211,11
6212,22
6213,14
6214,21
6215,21
6216,13
6217,9
6218,19
6219,12
6220,4
6221,15
6222,16
6223,7
6224,10
6225,12
6226,8
6227,20
6228,10
6229,19
6230,12
6231,11
6232,3
6233,20
6234,11
6235,16
6236,12
6237,18
6238,19
6239,16
6240,19
6241,11
6242,18
6244,20
6245,23
6246,20
6247,9
6248,14
6249,13
6250,15
6251,9
6252,14
6253,15
6254,13
6255,14
6256,17
6257,14
6258,16
6259,21
6260,10
6261,18
6262,22
6263,11
6264,10
6265,17
6266,21
6267,15
6269,21
6270,18
6271,13
6272,23
6273,19
6274,18
6275,22
6276,0
6277,19
6278,13
6279,10
6280,11
6281,20
6282,20
6283,10
6284,16
6285,21
6286,20
6287,20
6288,14
6289,13
6290,16
6291,16
6292,9
6293,11
6294,11
6295,12
6296,13
6297,18
6298,11
6299,19
6300,18
6301,16
6302,10
6303,22
6304,18
6305,23
6306,23
6307,14
6308,16
6309,11
6310,15
6311,13
6312,13
6313,10
6314,7
6315,7
6316,20
6317,16
6318,17
6319,20
6320,19
6321,6
6322,21
6323,17
6324,9
6325,15
6326,17
6327,23
6328,21
6329,20
6330,18
6331,15
6332,20
6333,11
6334,12
6335,0
6336,14
6337,14
6338,21
6339,15
6340,15
6341,6
6342,11
6343,20
6344,19
6345,2
6346,21
6347,17
6348,17
6349,16
6350,11
6351,11
6352,22
6353,17
6354,10
6355,10
6356,18
6357,20
6358,11
6359,9
6360,22
6361,20
6362,19
6363,13
6364,22
6366,17
6367,8
6368,13
6369,10
6370,13
6371,11
6372,6
6373,11
6374,18
6375,6
6376,15
6377,10
6378,20
6379,18
6380,21
6381,12
6382,18
6383,3
6384,19
6385,13
6386,17
6387,20
6388,12
6389,9
6390,9
6391,18
6392,22
6393,18
6394,22
6395,12
6396,8
6397,11
6398,18
6399,21
6400,19
6401,18
6402,16
6403,11
6404,20
6405,12
6406,12
6407,12
6408,19
6409,11
6410,12
6411,15
6412,21
6413,16
6414,22
6415,18
6416,1
6417,1
6418,13
6419,21
6420,21
6421,17
6422,12
6423,11
6424,15
6425,2
6426,10
6427,9
6428,13
6429,13
6430,10
6431,12
6432,8
6433,15
6434,20
6435,20
6436,20
6437,16
6438,17
6439,15
6440,13
6441,17
6442,10
6443,13
6444,14
6445,20
6446,19
6447,16
6448,18
6449,23
6450,23
6451,7
6452,11
6453,17
6454,22
6455,22
6456,1
6457,17
6458,15
6459,20
6460,21
6461,14
6462,17
6463,17
6464,21
6465,21
6466,8
6467,14
6468,19
6469,14
6470,14
6471,23
6472,23
6473,23
6474,9
6475,14
6476,20
6477,9
6478,8
6479,8
6480,17
6481,11
6482,12
6483,9
6484,19
6485,14
6486,18
6487,8
6488,8
6489,18
6490,11
6491,11
6492,19
6493,19
6494,21
6495,19
6496,10
6497,19
6498,7
6499,21
6500,9
6501,22
6502,15
6503,9
6504,7
6505,16
6506,18
6507,1
6508,15
6509,23
6510,21
6511,15
6512,8
6513,13
6514,11
6515,20
6516,23
6517,10
6518,7
6519,14
6520,20
6521,21
6522,9
6523,7
6524,16
6525,2
6526,16
6527,13
6528,19
6529,17
6530,11
6531,21
6532,12
6533,16
6534,21
6535,14
6536,17
6537,18
6538,21
6539,16
6540,15
6541,19
6542,8
6543,12
6544,18
6545,22
6546,0
6547,13
6548,23
6549,21
6550,20
6551,18
6552,6
6553,19
6554,19
6555,11
6556,7
6557,14
6558,14
6559,13
6560,13
6561,14
6562,10
6563,16
6564,4
6565,17
6566,21
6567,9
6568,21
6569,17
6570,19
6571,7
6572,18
6573,14
6574,11
6575,10
6576,17
6577,7
6578,9
6579,15
6580,20
6581,2
6582,14
6583,17
6584,23
6585,21
6586,9
6587,21
6588,13
6589,16
6590,20
6591,17
6592,14
6593,21
6594,16
6595,14
6596,20
6597,12
6598,20
6599,21
6600,0
6601,18
6602,21
6603,12
6604,23
6605,14
6606,12
6607,10
6608,6
6609,12
6610,22
6611,10
6612,16
6613,20
6614,14
6615,1
6616,19
6617,17
6618,8
6619,17
6620,15
6621,7
6622,7
6623,15
6624,8
6625,11
6626,19
6627,16
6628,23
6629,23
6630,15
6631,13
6632,19
6633,13
6634,20
6635,11
6636,9
6637,21
6638,9
6639,14
6640,16
6641,11
6642,0
6643,18
6644,11
6645,12
6646,16
6647,15
6648,20
6649,15
6650,17
6651,19
6652,22
6653,16
6654,23
6655,11
6656,21
6657,13
6658,3
6659,15
6660,13
6662,16
6663,19
6664,17
6665,17
6666,20
6667,20
6668,15
6669,9
6670,21
6671,18
6672,20
6673,15
6674,21
6675,10
6676,9
6677,17
6678,13
6679,5
6680,11
6681,13
6682,22
6683,18
6684,21
6685,0
6686,10
6687,9
6688,10
6689,20
6690,15
6691,11
6692,12
6693,13
6694,16
6695,19
6696,18
6697,15
6698,7
6699,15
6700,19
6701,13
6702,7
6703,21
6704,20
6705,5
6706,18
6707,22
6708,23
6709,11
6710,9
6711,16
6712,8
6713,2
6714,22
6715,17
6716,17
6717,22
6718,17
6719,13
6720,23
6721,20
6722,0
6723,21
6724,21
6725,19
6726,20
6727,18
6728,12
6729,3
6730,22
6731,17
6732,17
6733,15
6734,18
6735,18
6736,20
6737,21
6738,19
6739,9
6740,7
6741,22
6742,12
6743,11
6744,12
6745,15
6746,22
6747,23
6748,11
6749,20
6750,11
6751,17
6752,13
6753,0
6754,19
6755,16
6756,10
6757,9
6758,16
6759,20
6760,21
6761,21
6762,22
6763,22
6764,13
6765,23
6766,7
6767,10
6768,14
6769,9
6770,17
6771,9
6772,23
6773,20
6774,12
6775,20
6776,19
6778,21
6779,1
6780,14
6781,9
6782,23
6783,0
6784,19
6785,19
6786,13
6787,8
6788,14
6789,19
6790,20
6791,17
6792,17
6793,18
6794,17
6795,17
6796,7
6797,21
6798,20
6799,16
6800,21
6801,6
6802,6
6803,16
6804,7
6805,18
6806,11
6807,9
6808,7
6809,16
6810,16
6811,18
6812,9
6813,22
6814,15
6815,15
6816,16
6817,15
6818,22
6819,22
6820,8
6821,11
6822,11
6823,9
6824,9
6825,23
6826,8
6827,19
6828,17
6829,20
6830,14
6831,11
6832,8
6833,5
6834,16
6835,13
6836,11
6837,12
6838,8
6839,14
6840,10
6841,21
6842,21
6843,11
6844,17
6845,12
6846,20
6847,13
6848,9
6849,9
6850,19
6851,13
6852,15
6853,11
6854,13
6855,14
6856,0
6857,14
6858,17
6859,13
6860,14
6861,17
6862,23
6863,18
6864,14
6865,19
6866,16
6867,13
6868,20
6869,13
6870,18
6871,8
6872,9
6873,11
6874,20
6875,17
6876,15
6877,18
6878,13
6879,16
6880,22
6881,22
6882,17
6883,0
6884,10
6885,22
6886,23
6887,13
6888,22
6889,14
6890,14
6891,23
6892,19
6893,11
6894,19
6895,14
6896,13
6897,13
6898,13
6899,0
6900,22
6901,14
6902,11
6903,13
6904,14
6905,8
6906,14
6907,14
6908,0
6909,9
6910,19
6911,19
6912,23
6913,8
6914,23
6915,17
6916,23
6917,17
6918,18
6919,19
6920,12
6921,14
6922,6
6923,8
6924,17
6925,14
6926,11
6927,7
6928,7
6929,17
6930,23
6931,14
6932,12
6933,20
6934,12
6935,11
6936,16
6937,18
6938,13
6939,9
6940,17
6941,16
6942,21
6943,23
6944,15
6945,19
6946,10
6947,7
6948,13
6949,16
6950,7
6951,20
6952,12
6953,17
6954,16
6955,16
6956,9
6957,20
6958,12
6959,14
6960,1
6961,19
6962,7
6963,6
6964,10
6965,15
6966,19
6967,11
6968,15
6969,16
6970,8
6971,8
6972,12
6973,16
6974,18
6975,14
6976,10
6977,12
6978,13
6979,13
6980,8
6981,19
6982,22
6983,12
6984,23
6985,23
6986,10
6987,10
6988,15
6990,21
6991,9
6992,8
6993,18
6994,10
6995,18
6996,11
6997,10
6998,9
6999,19
7000,20
7001,14
7002,11
7003,8
7004,11
7005,15
7006,20
7007,17
7008,10
7009,0
7010,20
7011,12
7012,20
7013,18
7014,15
7015,10
7016,11
7017,17
7018,9
7019,3
7020,13
7021,15
7022,4
7023,14
7024,14
7025,14
7026,17
7027,21
7028,2
7029,12
7030,12
7031,11
7032,0
7033,20
7034,20
7035,10
7036,16
7037,15
7038,10
7039,10
7040,22
7041,14
7042,15
7043,20
7044,11
7045,12
7046,20
7047,20
7048,19
7049,18
7050,12
7051,21
7052,9
7053,20
7054,15
7055,11
7056,15
7057,8
7058,18
7059,19
7060,23
7061,20
7062,13
7063,12
7064,18
7065,19
7066,14
7067,11
7068,18
7069,7
7070,12
7071,19
7072,8
7073,10
7074,11
7075,11
7076,3
7077,20
7078,14
7079,19
7080,12
7081,13
7082,9
7083,22
7084,20
7085,13
7086,21
7087,14
7088,16
7089,8
7090,13
7091,15
7092,16
7093,21
7094,2
7095,8
7096,20
7097,11
7098,22
7099,19
7100,18
7101,11
7102,11
7103,0
7104,10
7105,10
7106,11
7107,19
7108,11
7109,14
7110,18
7111,13
7112,13
7113,18
7114,14
7115,13
7116,23
7117,17
7118,19
7119,11
7120,8
7121,15
7122,17
7123,13
7124,19
7125,3
7126,9
7127,10
7128,18
7129,5
7130,19
7131,15
7132,16
7133,18
7134,13
7135,9
7136,12
7137,22
7138,23
7139,6
7140,8
7141,1
7142,21
7143,20
7144,13
7145,13
7146,10
7147,17
7148,21
7149,9
7150,9
7151,6
7152,15
7153,21
7154,15
7155,0
7156,9
7157,9
7158,4
7159,9
7160,18
7161,13
7162,6
7163,21
7164,10
7165,15
7166,13
7167,10
7168,14
7169,14
7170,12
7171,16
7172,11
7173,15
7174,5
7175,10
7176,19
7177,14
7178,19
7179,17
7180,0
7181,21
7182,7
7183,20
7184,10
7185,12
7186,0
7187,13
7188,23
7189,7
7190,13
7191,0
7192,23
7193,10
7194,10
7195,19
7196,9
7197,15
7198,16
7199,10
7200,22
7201,22
7202,9
7203,16
7204,13
7205,21
7206,0
7207,18
7208,20
7209,23
7210,23
7211,11
7212,15
7214,19
7215,17
7216,14
7217,16
7218,18
7219,15
7220,7
7221,17
7222,17
7223,19
7224,22
7225,16
7226,13
7227,8
7228,13
7229,15
7230,0
7231,15
7232,14
7233,17
7234,11
7235,22
7236,10
7237,13
7238,18
7239,11
7240,10
7241,15
7242,1
7243,12
7244,20
7245,20
7246,22
7247,13
7248,8
7249,9
7250,10
7251,10
7252,7
7253,17
7254,9
7255,19
7256,10
7257,12
7258,10
7259,9
7260,20
7261,12
7262,17
7263,11
7264,12
7265,16
7266,22
7267,13
7268,22
7269,11
7270,4
7271,12
7272,10
7273,1
7274,11
7275,0
7276,10
7277,17
7278,13
7279,15
7280,13
7281,16
7282,20
7283,8
7284,8
7285,11
7286,11
7287,13
7288,14
7289,8
7290,3
7291,9
7292,16
7293,10
7294,10
7295,7
7296,14
7297,23
7298,19
7299,8
7300,19
7301,19
7302,15
7303,12
7304,11
7305,18
7306,13
7307,19
7308,17
7309,8
7310,18
7311,9
7312,8
7313,21
7314,12
7315,11
7316,15
7317,17
7318,12
7319,18
7320,18
7321,22
7322,11
7323,19
7324,16
7325,18
7326,16
7327,12
7328,13
7329,12
7330,21
7331,23
7332,23
7333,7
7334,17
7335,11
7336,8
7337,17
7338,19
7339,9
7340,15
7341,17
7342,11
7343,15
7344,16
7345,19
7346,17
7347,10
7348,19
7349,18
7350,8
7351,20
7352,10
7353,19
7354,7
7355,23
7356,22
7357,19
7358,6
7359,19
7360,12
7361,18
7362,0
7363,12
7364,9
7365,19
7366,6
7367,6
7368,10
7369,21
7370,13
7371,11
7372,0
7373,9
7374,13
7375,16
7376,20
7377,15
7378,10
7379,8
7380,5
7381,8
7382,19
7383,7
7384,15
7385,12
7386,2
7387,19
7388,1
7389,21
7390,14
7391,10
7392,23
7393,14
7394,8
7395,17
7396,9
7397,17
7398,19
7399,17
7400,22
7401,10
7402,10
7403,10
7404,12
7405,8
7406,12
7407,9
7408,17
7409,18
7410,16
7411,15
7412,15
7413,17
7414,18
7415,13
7416,14
7417,19
7418,12
7419,6
7420,12
7421,20
7422,17
7423,21
7424,18
7425,10
7426,10
7427,21
7428,11
7429,23
7430,2
7431,16
7432,8
7433,11
7434,11
7435,15
7436,2
7437,17
7438,9
7439,17
7440,10
7441,22
7442,22
7443,22
7444,20
7445,19
7446,20
7447,16
7448,8
7449,8
7450,10
7451,20
7452,14
7453,15
7454,21
7455,21
7456,16
7457,11
7458,22
7459,16
7460,22
7461,14
7462,11
7463,14
7464,11
7465,17
7466,20
7467,2
7468,15
7469,22
7470,14
7471,11
7472,18
7473,19
7474,14
7475,7
7476,7
7477,15
7478,9
7479,8
7480,13
7481,13
7482,15
7483,14
7484,13
7485,21
7486,15
7487,11
7488,17
7489,18
7490,1
7491,14
7492,17
7493,12
7494,10
7495,10
7496,0
7497,18
7498,14
7499,10
7500,10
7501,16
7502,15
7503,15
7504,22
7505,18
7506,16
7507,16
7508,21
7509,13
7510,12
7511,7
7512,13
7513,13
7514,17
7515,22
7516,7
7517,22
7518,15
7519,18
7520,5
7521,11
7522,17
7523,8
7524,14
7525,18
7526,12
7527,12
7528,23
7529,13
7530,13
7531,21
7532,13
7533,22
7534,14
7535,19
7536,14
7537,8
7538,16
7540,21
7541,15
7542,7
7543,22
7544,20
7545,21
7546,21
7547,22
7548,7
7549,8
7550,23
7551,23
7552,18
7553,18
7554,12
7555,16
7556,16
7557,19
7558,17
7559,9
7560,12
7561,18
7562,12
7563,11
7564,10
7565,12
7566,15
7567,18
7568,18
7569,22
7570,18
7571,21
7572,23
7573,20
7574,18
7575,9
7576,20
7577,19
7578,6
7579,7
7580,21
7581,16
7582,20
7583,12
7584,22
7585,12
7586,13
7587,15
7588,8
7589,17
7590,17
7591,21
7592,10
7593,21
7594,12
7595,0
7596,0
7597,23
7598,23
7599,13
7600,8
7601,12
7602,20
7603,17
7604,11
7605,14
7606,13
7607,20
7608,18
7609,12
7610,12
7611,14
7612,17
7613,22
7614,12
7615,10
7616,10
7617,1
7618,10
7619,14
7620,15
7621,15
7622,3
7623,19
7624,20
7625,22
7626,21
7627,16
7628,22
7629,21
7630,13
7631,7
7632,15
7633,12
7634,16
7635,19
7636,20
7637,16
7638,10
7639,13
7640,0
7641,18
7642,7
7643,13
7644,0
7645,22
7646,22
7647,12
7648,17
7649,15
7650,21
7651,20
7652,22
7653,16
7654,9
7655,20
7656,10
7657,10
7658,17
7659,10
7660,8
7661,19
7662,12
7663,11
7664,14
7665,23
7666,17
7667,5
7668,10
7669,21
7670,18
7671,18
7672,11
7673,19
7674,19
7675,11
7676,8
7677,16
7678,13
7679,18
7680,18
7681,12
7682,22
7683,20
7684,14
7685,7
7686,10
7687,11
7688,16
7689,21
7690,9
7691,22
7692,12
7693,8
7694,15
7695,18
7696,18
7697,9
7698,11
7699,22
7700,13
7701,17
7702,11
7703,9
7704,19
7705,22
7706,14
7707,17
7708,20
7709,21
7710,16
7711,10
7712,20
7713,9
7714,14
7715,12
7716,4
7717,23
7718,23
7719,19
7720,12
7721,17
7722,10
7723,17
7724,18
7725,23
7726,23
7727,18
7728,22
7729,20
7730,21
7731,16
7732,20
7733,13
7734,15
7735,17
7736,9
7737,13
7738,0
7739,11
7740,18
7741,12
7742,21
7743,0
7744,17
7745,10
7746,8
7747,20
7748,16
7749,18
7750,22
7751,15
7752,23
7753,20
7754,20
7755,12
7756,9
7757,14
7758,17
7759,20
7760,12
7761,19
7762,15
7763,21
7764,15
7765,20
7766,20
7767,12
7768,22
7769,22
7770,18
7771,22
7772,22
7773,21
7774,19
7775,19
7776,14
7777,19
7778,17
7779,9
7780,15
7781,12
7782,16
7783,20
7784,14
7785,16
7786,22
7787,14
7788,14
7789,16
7790,20
7791,23
7792,21
7793,18
7794,17
7795,14
7796,10
7797,22
7799,11
7800,13
7801,13
7802,20
7803,12
7804,11
7805,11
7806,11
7807,21
7808,12
7809,18
7810,14
7811,17
7812,11
7813,0
7814,18
7815,9
7816,16
7817,10
7818,22
7819,21
7820,13
7821,15
7822,11
7823,23
7824,15
7825,7
7826,20
7827,9
7828,13
7829,16
7830,9
7831,15
7832,19
7833,14
7834,21
7835,16
7837,5
7838,17
7839,8
7840,20
7841,12
7842,12
7843,11
7844,1
7845,22
7846,12
7847,11
7848,20
7849,18
7850,16
7851,10
7852,14
7853,10
7854,10
7855,7
7856,19
7857,16
7858,15
7859,12
7860,21
7861,7
7862,14
7863,22
7864,6
7865,12
7866,11
7867,22
7868,11
7869,11
7870,17
7871,17
7872,16
7873,16
7874,14
7875,11
7876,20
7877,19
7878,15
7879,12
7880,11
7881,9
7882,10
7883,19
7884,11
7885,22
7886,15
7887,22
7888,8
7889,21
7890,21
7891,19
7892,18
7893,13
7894,15
7895,10
7896,10
7897,18
7898,23
7899,11
7900,16
7901,13
7902,18
7903,23
7904,9
7905,20
7906,19
7907,12
7908,15
7909,16
7910,17
7911,12
7912,8
7913,14
7914,14
7915,11
7916,11
7917,14
7918,9
7919,9
7920,15
7921,14
7922,20
7923,15
7924,19
7925,22
7926,17
7927,17
7928,21
7929,16
7930,16
7931,16
7932,23
7933,18
7934,15
7935,16
7936,20
7937,21
7938,1
7939,10
7940,19
7941,19
7942,22
7943,13
7944,16
7945,8
7946,16
7947,11
7948,16
7949,22
7950,14
7951,17
7952,20
7953,13
7954,19
7955,22
7956,17
7957,16
7958,14
7959,8
7960,1
7961,17
7962,9
7963,15
7964,12
7965,7
7966,17
7967,15
7968,21
7969,8
7970,16
7971,16
7972,9
7973,12
7974,11
7975,7
7976,23
7977,1
7978,16
7979,18
7980,0
7981,0
7982,2
7983,12
7984,11
7985,20
7986,21
7987,18
7988,5
7989,12
7990,10
7991,18
7992,22
7993,13
7994,13
7995,20
7996,11
7997,9
7998,17
7999,15
8000,16
8001,17
8002,22
8003,14
8004,14
8005,14
8006,15
8007,12
8008,10
8009,15
8010,19
8011,16
8012,16
8013,11
8014,23
8015,7
8016,12
8017,13
8018,0
8019,13
8020,17
8021,19
8022,17
8023,20
8024,21
8025,10
8026,13
8027,8
8028,21
8029,21
8030,19
8031,22
8032,22
8033,13
8034,17
8035,20
8036,13
8037,14
8038,22
8039,10
8040,21
8041,20
8042,17
8043,13
8044,23
8045,11
8046,11
8047,13
8048,10
8049,10
8050,17
8051,0
8052,14
8053,18
8054,9
8055,9
8056,21
8057,21
8058,6
8059,11
8060,0
8061,0
8062,14
8063,14
8064,5
8065,23
8066,16
8067,11
8068,23
8069,9
8070,12
8071,15
8072,17
8073,14
8074,23
8075,14
8076,14
8077,15
8078,11
8079,13
8080,12
8081,9
8082,18
8083,17
8084,22
8085,10
8086,0
8087,7
8088,19
8089,20
8090,14
8091,20
8092,20
8093,20
8094,12
8095,20
8096,13
8097,11
8098,13
8099,7
8100,14
8101,18
8102,3
8103,0
8104,13
8105,22
8106,17
8107,3
8108,21
8109,16
8110,14
8111,14
8112,23
8113,14
8114,15
8115,14
8116,13
8117,10
8118,8
8119,16
8120,22
8121,20
8122,9
8123,9
8124,17
8125,3
8126,11
8127,9
8129,21
8130,23
8131,0
8132,12
8133,22
8134,20
8135,23
8136,0
8137,18
8138,8
8139,12
8140,11
8141,17
8142,11
8143,16
8144,18
8145,11
8146,19
8147,9
8148,21
8149,12
8150,10
8151,9
8152,10
8153,23
8154,9
8155,16
8156,20
8157,7
8158,13
8159,18
8161,16
8162,7
8163,11
8164,19
8165,22
8166,7
8167,18
8168,12
8169,12
8170,22
8171,9
8172,13
8173,6
8174,18
8175,19
8176,19
8177,16
8178,16
8179,10
8180,12
8181,15
8182,19
8183,12
8184,18
8185,12
8186,13
8187,9
8188,16
8189,18
8190,23
8191,16
8192,8
8193,1
8194,18
8195,17
8196,20
8197,16
8198,11
8200,10
8201,11
8202,11
8203,22
8204,8
8205,8
8206,16
8207,22
8208,7
8209,13
8210,19
8211,22
8212,14
8213,8
8214,13
8215,14
8216,21
8217,13
8218,17
8219,22
8220,16
8221,17
8222,9
8223,10
8224,18
8225,14
8226,9
8227,18
8228,12
8229,9
8230,7
8231,7
8232,23
8233,4
8234,19
8235,19
8236,20
8237,21
8238,11
8239,19
8240,8
8241,13
8242,19
8243,12
8244,11
8245,21
8246,22
8247,18
8248,15
8249,20
8251,11
8252,17
8253,22
8254,9
8255,21
8256,11
8257,14
8258,18
8259,14
8261,14
8262,10
8263,10
8264,12
8265,14
8266,17
8267,19
8268,5
8269,20
8270,8
8271,23
8272,6
8273,5
8274,10
8275,15
8276,15
8277,12
8278,14
8280,18
8281,9
8282,6
8283,19
8284,16
8285,15
8286,5
8287,17
8288,13
8289,10
8290,0
8291,8
8292,11
8293,17
8294,11
8295,22
8296,3
8297,22
8298,11
8299,13
8300,12
8301,22
8302,22
8303,19
8304,0
8305,15
8306,18
8307,18
8308,20
8309,18
8310,9
8311,18
8312,9
8313,10
8314,11
8315,15
8316,12
8317,15
8318,11
8319,8
8320,12
8321,12
8322,18
8323,16
8324,9
8325,23
8326,16
8327,21
8328,15
8329,18
8330,14
8331,14
8332,11
8333,13
8334,13
8335,13
8336,12
8337,19
8338,22
8339,14
8340,13
8341,21
8342,20
8343,12
8344,17
8345,8
8346,20
8347,17
8348,12
8349,11
8350,16
8351,8
8352,0
8353,19
8354,16
8355,7
8356,0
8357,12
8358,14
8359,14
8360,14
8361,7
8362,22
8363,21
8364,18
8365,11
8366,11
8367,22
8368,17
8369,16
8370,16
8371,9
8372,11
8373,13
8374,10
8375,17
8376,17
8377,7
8378,21
8379,18
8380,18
8381,17
8382,23
8383,19
8384,18
8385,18
8386,18
8387,10
8388,18
8389,10
8390,18
8391,15
8392,20
8393,13
8394,21
8395,0
8396,21
8397,23
8398,7
8399,18
8400,19
8401,19
8402,8
8403,11
8404,15
8405,17
8406,21
8407,11
8408,22
8409,19
8410,7
8411,12
8412,18
8413,21
8414,19
8415,10
8416,10
8417,19
8418,19
8419,18
8420,12
8421,14
8422,10
8423,12
8424,18
8425,9
8426,15
8427,15
8428,11
8429,14
8430,10
8431,12
8432,18
8433,11
8434,20
8435,6
8436,10
8437,12
8438,9
8439,20
8440,5
8441,16
8442,16
8443,23
8444,8
8445,14
8446,12
8447,6
8448,12
8449,19
8450,11
8451,12
8452,12
8453,12
8454,18
8455,18
8456,19
8457,10
8458,10
8459,10
8460,10
8461,13
8462,17
8463,15
8464,9
8465,20
8466,10
8467,0
8468,19
8469,9
8470,10
8471,18
8472,21
8473,14
8474,12
8475,13
8476,15
8477,16
8478,15
8479,17
8480,19
8481,20
8482,9
8483,22
8484,14
8485,18
8486,14
8487,11
8488,7
8489,21
8490,23
8491,12
8492,17
8493,15
8494,14
8495,20
8496,11
8497,13
8498,17
8499,10
8500,10
8501,13
8502,13
8503,15
8504,21
8505,11
8506,12
8507,15
8508,17
8509,20
8510,20
8511,10
8512,11
8513,19
8514,8
8515,17
8516,19
8517,12
8518,7
8519,10
8520,12
8521,15
8522,6
8523,11
8524,17
8525,6
8526,19
8527,10
8528,12
8529,16
8530,14
8531,14
8532,18
8533,8
8534,16
8535,11
8536,11
8537,22
8538,20
8539,8
8540,19
8541,19
8542,21
8543,16
8544,13
8545,20
8546,23
8547,10
8548,17
8549,17
8550,12
8551,8
8552,22
8553,13
8554,20
8555,17
8556,19
8557,6
8558,22
8559,17
8560,11
8561,17
8562,10
8563,13
8564,11
8565,9
8566,22
8567,19
8568,11
8569,10
8570,10
8571,8
8572,10
8573,16
8574,8
8575,12
8576,7
8577,20
8578,17
8579,11
8580,11
8581,14
8582,19
8583,17
8584,21
8585,10
8586,20
8587,15
8588,15
8589,17
8590,19
8591,8
8592,20
8593,15
8594,18
8595,23
8596,13
8597,13
8598,12
8599,8
8600,20
8601,18
8602,9
8603,11
8604,1
8605,7
8606,15
8607,17
8608,17
8609,18
8610,0
8611,22
8612,21
8613,10
8614,12
8615,13
8616,14
8617,21
8618,10
8619,12
8620,14
8622,12
8623,7
8624,22
8625,21
8626,21
8627,16
8628,6
8629,11
8630,18
8631,22
8632,21
8633,3
8634,14
8635,14
8636,11
8637,2
8638,20
8639,19
8640,10
8641,11
8642,0
8643,11
8644,13
8645,22
8646,17
8647,11
